Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
14;6;1;-812.6;-514.4;596.5;0.0515
30;3;4;-702.5;-500.3;404.3;0.1733
23;7;8;-532.7;-413.4;238.8;0.0751
15;9;6;-653.7;-445.9;415.5;0.0489
47;10;10;-604.3;-473.4;261.8;0.0751
8;8;3;-1023.0;-450.4;1145.1;0.2948
1;7;6;-1402.1;-559.5;1685.4;6.162
19;8;7;-652.2;-443.3;417.7;0.0649
16;5;7;-617.6;-445.9;343.5;0.0871
5;3;10;-573.5;-453.6;239.7;0.0795
7;9;2;-624.1;-480.7;286.8;0.0704
42;3;3;-863.7;-452.4;822.6;0.374
11;3;9;-604.2;-579.4;49.6;4.3837
13;2;10;-683.6;-482.6;402.1;0.1583
50;8;8;-952.0;-411.2;1081.6;0.1413
17;6;3;-1015.1;-448.1;1134.0;0.2677
33;3;6;-2234.6;-475.7;3517.6;0.9549
19;4;4;-1029.3;-517.2;1024.2;0.4675
13;10;4;-585.1;-554.3;61.6;2.7135
16;9;4;-1008.8;-533.6;950.3;1.1083
44;6;9;-981.6;-471.3;1020.7;0.0671
46;7;10;-641.8;-463.4;356.8;0.0936
34;5;8;-515.1;-407.5;215.2;0.1058
29;3;3;-619.8;-440.4;358.7;0.1237
15;5;5;-668.5;-417.0;502.8;0.0874
48;7;8;-510.1;-408.9;202.5;0.0736
38;4;9;-1046.8;-494.2;1105.3;0.3149
37;9;9;-602.0;-579.7;44.5;6.957
41;3;1;-702.6;-538.7;327.7;0.0724
9;3;3;-625.4;-442.4;365.9;0.137
35;8;10;-579.4;-559.3;40.4;8.0504
25;2;2;-615.4;-519.4;192.0;0.0944
4;8;10;-632.6;-463.1;339.0;0.0748
6;2;2;-627.5;-603.1;48.9;5.5886
13;9;2;-632.2;-479.2;306.0;0.0726
12;6;5;-646.0;-413.3;465.5;0.0734
40;9;8;-527.5;-407.1;240.8;0.0616
10;10;2;-624.0;-480.9;286.2;0.0648
48;2;6;-572.9;-504.0;137.7;0.1964
10;5;3;-1289.2;-459.3;1659.9;1.0963
49;10;8;-547.9;-407.8;280.1;0.0567
43;5;9;-805.8;-470.8;670.1;0.0863
41;4;10;-617.5;-457.5;319.9;0.0888
33;6;8;-523.1;-411.8;222.7;0.0849
6;6;5;-715.6;-414.0;603.0;0.0793
20;2;4;-688.4;-504.3;368.0;0.1798
9;7;4;-786.1;-546.7;478.9;4.172
44;3;7;-585.5;-452.4;266.2;0.1166
25;9;10;-643.7;-465.9;355.5;0.0733
27;8;9;-600.3;-579.8;40.9;6.3543
1;6;9;-1493.9;-483.5;2020.8;0.4621
28;5;9;-931.9;-473.0;917.7;0.0784
22;10;8;-529.7;-409.0;241.5;0.0589
11;6;7;-578.5;-557.1;42.9;6.3662
35;3;2;-601.5;-484.9;233.1;0.1235
13;5;1;-774.2;-505.8;536.9;0.0532
24;4;8;-514.4;-411.7;205.4;0.1239
1;3;1;-694.6;-537.7;313.8;0.0684
2;4;3;-636.8;-438.2;397.3;0.1155
39;2;3;-535.1;-450.6;169.1;0.1098
23;2;6;-571.9;-507.0;129.7;0.2504
8;10;9;-884.7;-478.7;812.0;0.0572
47;3;5;-624.0;-416.7;414.7;0.0875
26;10;10;-618.8;-471.0;295.7;0.0761
3;3;3;-758.2;-448.6;619.1;0.2564
30;5;10;-611.0;-458.9;304.3;0.085
32;4;9;-602.4;-579.1;46.6;6.3806
10;8;5;-673.6;-410.6;525.9;0.0669
42;7;8;-512.4;-409.2;206.5;0.0759
11;7;2;-1133.1;-489.3;1287.7;0.2652
35;2;7;-519.1;-466.2;105.9;0.1492
23;3;3;-905.4;-501.3;808.3;3.7977
31;8;8;-520.1;-410.6;219.1;0.0677
19;10;4;-779.7;-544.8;469.7;2.0745
13;4;4;-963.6;-527.6;872.0;0.9332
39;3;6;-648.7;-443.9;409.7;0.0653
19;2;10;-558.4;-468.7;179.5;0.0737
48;3;3;-533.2;-512.8;40.8;6.4456
4;6;7;-706.0;-438.4;535.3;0.0707
13;8;7;-2393.9;-494.8;3798.3;2.0893
25;6;9;-868.5;-475.7;785.5;0.0723
27;7;10;-630.9;-463.1;335.5;0.0776
36;2;5;-557.7;-441.7;232.0;0.088
2;8;3;-764.2;-437.6;653.2;0.1198
20;3;1;-714.6;-536.9;355.3;0.0651
17;2;8;-531.2;-449.9;162.5;0.128
44;2;2;-625.1;-603.3;43.6;7.09
10;4;6;-629.6;-439.9;379.5;0.0651
29;7;8;-558.7;-538.8;39.6;5.6474
18;10;6;-681.2;-443.2;476.0;0.0483
2;10;9;-870.2;-485.5;769.4;0.0578
29;2;6;-573.8;-505.7;136.2;0.2236
17;7;6;-642.8;-444.8;396.0;0.0568
33;2;3;-594.0;-509.3;169.4;3.5907
8;4;3;-623.7;-431.9;383.8;0.1187
30;10;9;-602.9;-580.3;45.1;4.6479
19;5;1;-920.2;-516.0;808.3;0.0582
21;9;8;-528.7;-406.5;244.4;0.0632
7;5;2;-612.2;-481.9;260.6;0.1166
16;8;1;-3380.0;-566.4;5627.2;0.9872
41;2;4;-580.2;-555.4;49.6;5.2316
25;3;7;-581.5;-454.0;255.0;0.1315
4;7;8;-510.1;-406.4;207.6;0.0728
28;10;8;-533.6;-407.7;251.7;0.0555
22;5;9;-873.2;-478.9;788.6;0.1001
20;4;10;-600.3;-455.7;289.2;0.0952
3;7;4;-771.6;-549.7;443.8;2.6683
4;4;10;-575.2;-454.2;242.0;0.0846
39;6;8;-549.0;-408.6;280.7;0.0804
49;5;9;-1007.7;-465.2;1085.1;0.0731
44;9;10;-628.1;-475.9;304.4;0.085
14;7;4;-846.7;-534.9;623.5;1.2248
30;2;1;-706.4;-592.5;227.7;0.0859
46;8;9;-2151.8;-510.3;3282.9;0.9053
15;8;3;-712.6;-435.6;554.0;0.0899
43;10;8;-1337.4;-419.3;1836.3;0.2578
42;2;6;-576.2;-506.7;139.0;0.3275
37;6;10;-621.4;-460.3;322.3;0.0803
26;3;5;-632.7;-420.4;424.5;0.0924
35;7;9;-1631.5;-493.8;2275.3;0.7028
45;4;8;-505.2;-409.5;191.4;0.1269
18;6;5;-690.5;-419.9;541.3;0.0729
19;9;2;-615.8;-478.6;274.4;0.074
16;4;2;-589.2;-482.6;213.2;0.1602
8;7;7;-831.5;-439.9;783.2;0.0689
38;7;6;-798.8;-449.4;698.9;0.0559
3;2;10;-553.6;-468.1;171.0;0.076
1;8;2;-622.8;-480.5;284.6;0.0765
39;8;1;-771.6;-505.3;532.6;0.0461
7;6;6;-703.6;-445.7;515.7;0.0568
36;5;1;-1647.7;-648.1;1999.0;4.1642
23;8;4;-677.7;-547.8;259.8;1.8531
48;4;7;-678.8;-446.3;465.0;0.1042
22;7;3;-944.5;-446.8;995.6;0.1525
47;9;7;-580.9;-557.6;46.6;4.2785
10;3;2;-640.0;-487.9;304.2;0.1475
34;6;7;-683.6;-439.3;488.6;0.0723
43;3;8;-512.0;-415.2;193.6;0.1537
50;7;4;-723.7;-545.6;356.3;2.7251
20;4;5;-631.9;-411.0;441.9;0.0879
44;5;6;-700.1;-443.7;512.9;0.0626
46;10;3;-1272.9;-469.0;1607.7;1.1051
28;3;8;-514.2;-416.0;196.4;0.1494
35;5;3;-960.9;-446.1;1029.6;0.4149
2;9;10;-908.3;-473.7;869.3;0.1359
20;8;6;-593.8;-571.8;44.0;7.3499
45;6;2;-2424.9;-543.0;3763.7;1.9601
44;9;5;-670.3;-410.6;519.4;0.0605
16;6;8;-1618.4;-431.2;2374.4;0.3563
21;7;1;-3080.6;-626.2;4908.8;3.953
26;3;10;-562.0;-455.5;213.0;0.0922
37;6;5;-580.9;-422.1;317.5;0.0667
24;2;9;-1037.7;-546.4;982.7;2.2939
39;4;2;-624.0;-482.5;283.0;0.1321
36;9;2;-632.5;-478.6;307.7;0.0715
47;10;1;-1950.3;-527.9;2845.0;0.2545
23;4;7;-663.6;-441.8;443.7;0.0987
49;7;3;-532.6;-513.5;38.3;5.0966
48;8;4;-702.7;-548.2;309.1;1.8439
18;6;10;-1721.3;-498.5;2445.5;1.7471
47;5;4;-1064.5;-511.5;1106.0;0.5404
35;10;2;-631.7;-603.9;55.6;7.7327
30;5;5;-624.2;-411.8;424.8;0.0777
24;7;7;-690.5;-446.7;487.7;0.0727
41;9;3;-672.4;-436.0;472.9;0.077
6;9;1;-882.0;-512.2;739.6;0.048
40;6;4;-795.1;-542.3;505.6;2.7134
12;9;9;-927.0;-469.0;916.2;0.0578
8;5;10;-606.1;-458.6;295.0;0.0864
10;8;10;-618.9;-468.8;300.1;0.0748
36;10;4;-880.2;-545.3;669.9;2.8077
33;9;4;-590.0;-556.1;67.9;2.8392
16;3;6;-635.4;-443.3;384.3;0.0647
32;6;3;-530.5;-512.2;36.6;4.9541
44;10;7;-684.9;-444.2;481.2;0.059
28;6;6;-682.8;-442.2;481.2;0.0504
42;5;2;-594.9;-483.6;222.6;0.1009
11;5;8;-496.7;-409.9;173.6;0.0998
26;4;1;-695.6;-670.2;50.8;6.532
29;9;1;-3345.0;-609.4;5471.1;1.7283
7;2;1;-702.3;-592.5;219.5;0.088
4;5;3;-650.7;-440.9;419.5;0.1181
33;5;7;-695.3;-444.9;500.8;0.0896
19;2;5;-525.5;-440.4;170.3;0.0772
34;3;9;-657.2;-491.8;330.8;0.1087
42;9;1;-752.0;-505.6;492.8;0.0482
36;2;10;-562.7;-469.7;186.0;0.077
27;7;5;-553.8;-534.3;39.0;5.5476
26;8;2;-617.3;-483.7;267.3;0.0903
43;6;6;-671.8;-441.4;460.8;0.0561
29;5;2;-602.5;-484.3;236.5;0.1058
30;9;6;-740.4;-444.7;591.4;0.0489
8;6;8;-540.1;-408.3;263.6;0.077
45;10;5;-589.8;-417.1;345.5;0.0593
37;10;6;-660.5;-444.2;432.7;0.0483
7;7;9;-897.7;-473.7;848.0;0.0601
15;3;4;-578.6;-553.5;50.2;5.78
9;10;2;-639.9;-482.1;315.6;0.0679
31;6;1;-751.7;-504.3;494.7;0.0485
38;2;8;-534.5;-442.4;184.3;0.0908
25;4;3;-934.9;-446.0;977.8;0.3505
12;6;10;-778.5;-465.4;626.3;0.1368
42;8;4;-837.8;-537.9;599.8;1.2917
10;7;9;-1427.8;-485.7;1884.1;0.2875
43;7;3;-1126.1;-480.6;1291.0;2.0991
26;9;7;-1273.4;-463.5;1619.8;0.3055
29;4;7;-612.9;-449.3;327.2;0.0973
33;4;2;-645.7;-485.3;320.9;0.1527
5;10;6;-595.2;-572.2;46.0;2.4533
5;2;3;-950.6;-474.1;953.1;1.3668
41;4;5;-636.3;-413.0;446.7;0.0916
6;5;1;-676.5;-501.0;351.0;0.0536
8;9;10;-601.4;-467.6;267.6;0.0792
27;10;3;-1010.2;-461.0;1098.4;0.3953
25;5;6;-631.8;-444.5;374.5;0.0606
30;8;3;-675.9;-437.3;477.2;0.0843
22;3;8;-519.2;-415.2;208.0;0.1445
15;2;1;-749.5;-596.9;305.0;0.1099
31;7;4;-605.5;-552.8;105.4;3.4792
41;8;6;-2638.1;-489.2;4297.7;1.0168
24;6;2;-609.1;-480.4;257.4;0.0836
25;9;5;-613.3;-414.9;396.8;0.0612
40;7;1;-772.5;-502.7;539.6;0.0474
49;3;8;-541.0;-417.0;248.0;0.1385
6;10;4;-755.2;-543.1;424.2;1.4225
28;7;3;-651.9;-435.4;433.0;0.0942
42;4;7;-633.9;-452.9;362.1;0.1101
26;10;1;-3349.3;-624.5;5449.7;3.6075
26;5;4;-920.4;-505.8;829.3;0.2446
29;8;4;-696.3;-548.1;296.4;3.3333
15;10;9;-600.5;-578.5;44.1;4.2727
47;3;10;-568.1;-455.8;224.6;0.0912
4;9;3;-1207.9;-452.3;1511.2;0.4016
33;8;1;-695.0;-670.0;50.0;5.115
45;2;9;-626.2;-513.1;226.1;0.0956
9;2;10;-551.7;-468.2;166.9;0.0759
16;2;3;-538.6;-514.0;49.3;4.3418
32;7;6;-759.1;-445.3;627.5;0.0573
2;7;7;-1650.2;-469.9;2360.5;0.7803
45;7;7;-686.0;-442.9;486.1;0.0684
20;9;3;-535.2;-513.0;44.5;5.7543
21;6;4;-730.1;-548.0;364.4;3.8508
32;2;8;-536.4;-444.1;184.6;0.1024
3;10;2;-653.0;-483.5;339.0;0.064
35;4;6;-719.8;-443.8;552.0;0.0669
2;6;8;-534.2;-407.0;254.4;0.0799
23;5;2;-634.9;-483.4;302.9;0.1109
49;6;6;-693.7;-441.4;504.5;0.0569
48;9;1;-826.1;-510.0;632.3;0.0497
47;4;1;-728.3;-501.4;453.9;0.0547
13;2;5;-524.1;-440.3;167.5;0.0764
1;4;2;-582.6;-480.1;205.1;0.146
39;5;7;-685.0;-447.6;474.7;0.0914
25;10;7;-619.9;-452.5;334.9;0.0574
36;8;7;-663.9;-451.9;424.0;0.0705
23;9;1;-864.1;-513.7;700.9;0.0497
46;7;5;-656.0;-413.4;485.2;0.0675
14;8;8;-512.3;-403.7;217.2;0.07
48;5;2;-605.8;-480.3;251.0;0.1127
47;8;2;-1999.1;-508.8;2980.6;0.8623
22;6;6;-724.2;-439.4;569.5;0.0587
38;6;3;-1482.3;-474.0;2016.7;2.1749
39;9;4;-598.2;-554.6;87.2;5.0463
36;4;4;-599.8;-554.4;90.7;4.6347
2;5;10;-617.4;-458.6;317.6;0.0914
18;9;9;-608.5;-578.2;60.6;4.6432
15;5;10;-1417.6;-478.8;1877.5;0.9978
17;4;9;-855.4;-475.3;760.2;0.0898
44;4;3;-1132.9;-451.4;1362.9;0.4732
5;6;4;-1139.0;-527.8;1222.5;1.7938
24;10;5;-1021.9;-420.8;1202.2;0.2146
10;2;7;-1421.2;-493.9;1854.5;1.2163
34;7;2;-604.8;-480.9;247.8;0.0793
50;6;1;-798.7;-506.3;584.8;0.0479
35;8;5;-630.7;-412.7;436.0;0.066
2;10;4;-718.7;-547.2;343.1;1.5381
50;5;3;-619.4;-437.9;363.0;0.1099
45;8;6;-597.9;-572.8;50.2;5.2564
20;6;2;-618.3;-479.5;277.8;0.097
48;10;3;-534.4;-512.8;43.3;8.1392
21;9;5;-631.0;-421.2;419.5;0.0575
44;7;1;-705.3;-500.9;408.8;0.0461
11;10;9;-977.1;-469.5;1015.1;0.0552
38;5;1;-850.1;-517.0;666.2;0.0591
9;6;6;-661.8;-441.5;440.6;0.0556
43;3;10;-606.3;-457.4;297.9;0.0878
41;2;9;-608.1;-511.5;193.3;0.0888
37;8;1;-1462.4;-519.3;1886.2;0.1107
12;2;3;-707.9;-462.0;491.7;0.211
36;7;6;-598.2;-572.1;52.1;8.2223
6;7;7;-668.8;-439.6;458.4;0.0691
49;9;7;-644.5;-447.8;393.4;0.0637
46;4;7;-690.5;-448.3;484.3;0.0985
22;10;1;-2047.2;-539.1;3016.2;0.3269
22;5;4;-579.5;-555.2;48.6;4.4609
50;10;2;-607.1;-478.1;258.0;0.0629
38;9;2;-616.3;-479.8;272.9;0.0718
37;4;2;-584.7;-485.7;197.9;0.1577
39;6;5;-668.2;-408.5;519.4;0.0704
1;10;6;-2007.2;-487.9;3038.6;0.5151
28;3;10;-566.6;-458.1;216.9;0.084
49;5;4;-575.4;-553.9;42.9;4.6512
16;6;10;-579.8;-559.0;41.6;7.485
46;8;4;-625.4;-550.1;150.6;1.6457
14;7;9;-1011.2;-489.0;1044.4;0.1136
47;7;3;-686.9;-436.2;501.4;0.0848
22;9;7;-684.9;-443.4;483.0;0.0647
49;10;1;-857.7;-515.1;685.2;0.0471
34;8;3;-807.8;-441.4;733.0;0.0957
26;3;8;-535.1;-416.9;236.4;0.1561
11;2;1;-702.3;-592.5;219.5;0.088
35;7;4;-888.2;-543.8;688.8;5.2739
45;4;5;-608.4;-416.3;384.1;0.0893
1;2;3;-880.4;-465.6;829.6;0.2365
2;5;1;-890.5;-514.1;753.0;0.0591
18;6;8;-522.9;-410.2;225.4;0.0864
23;10;3;-887.9;-443.6;888.6;0.1967
21;5;6;-721.5;-439.8;563.3;0.0603
18;3;6;-641.3;-442.9;396.7;0.0665
38;10;4;-580.9;-553.8;54.2;4.8869
32;4;4;-735.7;-546.1;379.2;2.3489
27;9;1;-743.2;-502.3;481.7;0.0455
42;7;5;-2183.7;-452.6;3462.2;0.8112
10;8;8;-527.2;-407.6;239.2;0.0718
28;4;1;-1659.3;-520.6;2277.6;0.2143
43;8;2;-623.2;-481.1;284.1;0.0774
26;6;6;-718.6;-446.2;544.8;0.0587
20;10;5;-624.3;-410.7;427.2;0.0574
14;2;7;-517.1;-466.5;101.2;0.1434
30;7;2;-966.8;-489.0;955.7;0.2003
31;8;5;-579.3;-413.9;330.8;0.0612
6;5;10;-579.9;-558.3;43.0;6.8535
11;5;10;-1094.9;-480.0;1229.7;0.3312
13;4;9;-785.5;-473.7;623.6;0.0837
8;9;1;-1693.0;-655.3;2075.4;5.7594
40;4;3;-533.8;-512.5;42.6;8.3911
1;6;4;-1236.1;-524.8;1422.7;1.7175
7;10;2;-646.4;-481.9;329.0;0.0697
9;7;9;-993.9;-465.3;1057.2;0.0581
39;10;6;-787.6;-455.5;664.3;0.0545
31;4;6;-815.4;-448.4;733.9;0.0777
6;6;8;-532.0;-409.6;244.8;0.0813
41;7;7;-698.2;-442.3;511.7;0.07
24;9;3;-1128.6;-463.5;1330.3;0.9561
25;6;4;-982.8;-523.3;918.9;0.5411
36;2;8;-534.5;-444.2;180.6;0.0992
17;2;5;-526.9;-440.6;172.5;0.0807
5;4;2;-629.4;-603.2;52.4;5.32
21;10;7;-1989.4;-511.6;2955.6;2.8181
32;8;7;-708.8;-446.5;524.4;0.0669
9;2;1;-677.1;-597.3;159.5;0.1771
27;5;2;-625.1;-483.1;283.9;0.1072
28;8;2;-623.8;-480.1;287.4;0.075
29;7;5;-654.0;-412.8;482.5;0.0662
38;2;10;-555.6;-467.5;176.3;0.0723
43;4;1;-700.4;-499.9;401.1;0.0525
29;10;3;-533.2;-512.5;41.4;7.0164
6;9;10;-649.2;-465.1;368.1;0.0689
4;3;2;-598.9;-485.7;226.4;0.1305
24;8;6;-708.0;-446.5;523.0;0.0556
41;6;2;-647.8;-477.2;341.2;0.0788
40;9;5;-612.5;-407.8;409.4;0.0565
12;6;8;-708.0;-408.9;598.3;0.1204
25;7;1;-753.1;-505.4;495.4;0.0469
8;5;1;-1094.4;-507.2;1174.4;0.0939
31;5;3;-656.0;-439.7;432.7;0.1117
43;10;1;-822.7;-511.2;623.0;0.0489
27;4;7;-658.9;-446.1;425.8;0.1046
28;9;7;-673.1;-448.5;449.3;0.0653
43;5;4;-1127.5;-513.4;1228.2;0.3674
31;10;2;-651.0;-478.9;344.2;0.0657
22;3;10;-568.9;-454.7;228.4;0.092
33;6;5;-662.3;-414.3;496.1;0.0774
20;2;9;-787.4;-524.6;525.5;0.424
32;9;2;-633.2;-482.9;300.5;0.0691
27;8;4;-588.1;-552.0;72.2;2.3021
28;5;4;-1035.4;-509.1;1052.7;0.3833
28;10;1;-1534.7;-535.7;1998.0;0.0831
26;7;3;-657.1;-433.6;447.0;0.0887
43;9;7;-634.7;-454.1;361.2;0.0661
18;2;3;-543.0;-451.1;183.8;0.1054
7;2;10;-555.1;-468.3;173.6;0.0705
5;8;2;-610.3;-478.3;263.9;0.0841
49;3;10;-582.1;-454.8;254.5;0.0886
3;6;6;-748.8;-444.9;607.9;0.0563
32;5;1;-936.1;-505.8;860.6;0.0717
24;4;5;-1298.0;-518.1;1559.8;5.0996
40;5;6;-848.2;-450.9;794.6;0.0727
42;10;3;-1132.3;-481.8;1301.1;2.0096
8;10;4;-800.6;-544.3;512.6;2.5809
14;3;2;-599.7;-484.9;229.6;0.1155
30;6;7;-727.2;-441.3;571.8;0.077
47;3;8;-513.4;-414.0;198.9;0.1559
49;4;1;-3306.7;-549.8;5513.9;0.9269
46;9;1;-863.0;-509.7;706.5;0.0457
30;3;9;-653.8;-490.6;326.4;0.0932
32;2;10;-553.9;-468.6;170.6;0.0738
23;7;5;-665.5;-407.9;515.3;0.0646
22;8;2;-1154.5;-489.4;1330.3;0.2492
47;6;6;-594.6;-572.5;44.2;5.5193
3;2;1;-677.1;-597.3;159.5;0.1771
38;8;7;-755.0;-555.4;399.3;5.4602
37;5;7;-581.0;-455.5;250.9;0.0896
21;4;3;-936.3;-452.4;967.9;0.7084
34;9;6;-858.8;-447.6;822.5;0.0611
41;10;5;-600.5;-418.4;364.0;0.0579
33;10;6;-739.4;-448.2;582.5;0.0517
3;7;9;-1077.9;-469.5;1216.9;0.075
11;3;4;-694.0;-500.2;387.6;0.1555
35;6;1;-2826.1;-544.8;4562.5;0.4184
50;8;5;-625.7;-418.8;413.8;0.0641
20;7;7;-618.8;-450.4;336.8;0.0747
45;9;3;-665.0;-431.5;466.9;0.0774
2;9;1;-882.0;-512.2;739.6;0.048
19;4;9;-713.7;-488.8;449.8;0.0999
4;7;5;-632.5;-412.5;439.9;0.0656
44;6;4;-709.9;-548.4;323.1;3.7936
16;9;9;-601.0;-578.8;44.5;6.3997
14;8;10;-645.0;-465.8;358.4;0.0756
34;5;5;-620.5;-411.0;419.0;0.0822
50;4;6;-2167.6;-496.0;3343.2;2.1173
49;8;2;-620.2;-479.5;281.4;0.0799
46;5;2;-931.1;-491.0;880.2;0.233
15;5;8;-557.7;-538.8;37.7;7.0854
22;4;1;-3485.8;-604.7;5762.3;2.627
48;7;5;-639.6;-407.4;464.4;0.0613
38;4;4;-1160.0;-523.8;1272.4;2.6662
32;10;4;-579.9;-554.4;51.1;4.3021
37;9;4;-810.6;-544.7;531.8;3.1332
12;3;6;-599.0;-439.9;318.2;0.0642
36;6;3;-539.1;-512.2;53.7;6.8412
40;10;7;-988.1;-456.7;1062.8;0.1154
9;9;2;-618.3;-482.9;270.8;0.0686
18;5;7;-1803.1;-480.1;2645.9;1.1532
17;8;7;-1964.1;-488.5;2951.3;0.9862
21;6;9;-984.2;-476.6;1015.2;0.0721
23;7;10;-634.1;-463.8;340.5;0.0785
32;2;5;-721.6;-445.4;552.4;0.2015
6;8;3;-1143.5;-457.9;1371.1;0.5154
14;4;6;-755.4;-443.5;623.8;0.0673
24;3;1;-924.9;-544.2;761.4;0.1249
50;8;10;-1624.3;-503.1;2242.5;1.3594
13;2;8;-533.8;-441.0;185.5;0.0837
49;10;10;-688.1;-469.8;436.7;0.0824
40;2;2;-603.8;-537.4;132.9;0.2674
14;8;5;-644.3;-416.7;455.2;0.0664
46;7;8;-577.1;-409.7;334.8;0.0723
15;7;2;-620.5;-601.5;37.9;5.3691
31;2;7;-518.0;-467.4;101.3;0.1532
8;2;2;-631.1;-521.7;218.7;0.1258
22;10;10;-1535.2;-520.7;2028.9;3.5508
7;3;3;-595.8;-445.0;301.6;0.1287
39;9;9;-2119.5;-511.1;3216.9;1.2704
4;4;1;-729.0;-501.0;456.1;0.0536
34;5;10;-614.0;-461.3;305.4;0.0887
36;4;9;-729.8;-483.0;493.7;0.1031
48;7;10;-579.6;-559.1;41.0;6.4295
18;9;4;-633.4;-551.3;164.0;2.3143
17;4;4;-984.4;-536.2;896.4;4.6326
19;6;3;-658.4;-434.6;447.7;0.0976
27;3;3;-754.3;-454.0;600.6;0.2122
35;8;8;-568.4;-407.6;321.6;0.0667
40;9;10;-639.6;-467.1;344.9;0.0742
10;7;4;-582.3;-554.5;55.7;2.9468
42;8;9;-1029.5;-485.3;1088.4;0.0697
34;2;1;-1038.6;-599.6;877.9;0.3209
11;8;3;-706.9;-435.2;543.4;0.0805
50;3;2;-606.5;-486.4;240.2;0.1264
47;10;8;-542.3;-409.0;266.6;0.056
7;7;4;-574.3;-554.5;39.6;6.8045
8;6;5;-627.1;-412.4;429.4;0.0685
41;4;8;-508.3;-409.4;197.9;0.1184
12;4;2;-595.4;-482.0;226.9;0.1315
46;2;6;-757.0;-511.6;490.9;0.5691
33;6;10;-624.7;-462.6;324.2;0.0803
22;3;5;-1149.0;-433.3;1431.5;0.3124
31;7;9;-908.9;-463.0;891.7;0.0648
13;7;6;-687.4;-446.7;481.4;0.0571
37;2;3;-534.1;-513.5;41.1;5.7184
34;10;9;-871.7;-483.7;775.9;0.0595
3;5;2;-599.5;-480.4;238.2;0.1116
25;9;8;-1237.9;-420.5;1635.0;0.2332
12;8;1;-844.4;-516.8;655.3;0.0488
49;3;5;-608.3;-418.3;380.0;0.0883
6;10;9;-1611.6;-516.7;2189.8;0.409
26;5;9;-730.8;-488.5;484.4;0.0958
24;4;10;-1845.4;-501.4;2687.9;2.2949
29;8;9;-896.5;-463.5;865.9;0.0603
45;2;4;-649.6;-503.6;292.1;0.146
21;3;7;-1559.3;-481.7;2155.2;0.9575
30;5;8;-563.8;-540.1;47.5;5.1156
13;6;3;-788.4;-448.7;679.4;0.2066
37;3;6;-887.8;-462.6;850.4;0.0961
17;10;4;-582.4;-553.7;57.3;7.3402
12;9;4;-576.3;-554.6;43.5;5.486
40;6;9;-1042.2;-466.3;1151.8;0.0722
42;7;10;-573.8;-557.3;32.9;5.4524
45;3;1;-754.2;-538.3;431.9;0.0699
33;9;9;-938.9;-473.3;931.2;0.0606
28;10;10;-646.2;-469.9;352.6;0.0723
31;8;10;-620.4;-461.7;317.4;0.0717
21;2;2;-679.0;-527.9;302.2;0.202
2;2;2;-632.9;-524.6;216.6;0.116
11;5;5;-622.5;-409.1;426.9;0.0781
19;2;8;-532.8;-442.3;181.1;0.0936
43;10;10;-620.2;-472.0;296.4;0.0736
16;10;6;-1321.6;-457.9;1727.5;0.2741
10;6;1;-1200.5;-514.7;1371.6;0.079
34;3;4;-579.9;-552.0;55.8;5.2858
27;7;8;-578.6;-409.6;337.9;0.0725
50;2;7;-515.8;-466.6;98.4;0.1502
11;9;6;-617.9;-445.1;345.6;0.052
46;3;3;-610.0;-440.1;339.9;0.1167
15;3;9;-694.0;-496.1;395.7;0.1012
17;2;10;-547.7;-467.4;160.4;0.0762
5;7;6;-680.6;-442.4;476.3;0.0526
38;2;5;-554.9;-535.0;39.8;5.9355
29;7;10;-618.7;-462.1;313.2;0.0761
12;5;7;-723.1;-448.9;548.4;0.0886
1;3;10;-577.9;-455.5;244.8;0.0852
3;9;2;-635.0;-480.5;309.1;0.066
21;9;10;-661.9;-466.0;391.8;0.0728
23;8;9;-2636.4;-493.6;4285.6;1.1925
5;6;9;-849.7;-470.8;757.8;0.0644
26;10;8;-558.3;-412.3;292.0;0.0551
15;6;7;-616.9;-454.5;324.8;0.0814
31;3;2;-591.9;-484.1;215.6;0.1269
27;2;6;-575.5;-506.0;139.0;0.2199
43;3;5;-634.2;-419.5;429.3;0.0837
50;7;9;-2256.8;-523.0;3467.6;1.178
18;8;1;-879.5;-516.2;726.6;0.0496
9;5;2;-614.6;-482.0;265.1;0.1229
17;5;1;-770.6;-504.3;532.6;0.0526
20;4;8;-514.6;-408.8;211.7;0.1291
5;3;1;-730.6;-539.1;383.0;0.0684
6;4;3;-1032.3;-492.3;1080.0;2.8663
19;7;6;-650.6;-441.0;419.2;0.0506
28;3;5;-617.9;-413.9;408.0;0.0861
39;6;10;-1475.9;-526.1;1899.7;2.399
14;10;2;-643.7;-478.9;329.5;0.0649
18;4;2;-609.9;-480.1;259.7;0.1296
17;9;2;-616.4;-481.5;269.8;0.0703
16;6;5;-605.8;-416.0;379.7;0.0721
44;9;8;-560.7;-408.4;304.6;0.0639
37;6;8;-509.9;-411.9;196.0;0.0856
2;6;5;-824.7;-411.5;826.4;0.108
24;2;4;-840.5;-509.4;662.2;0.5374
40;3;7;-894.7;-461.8;865.7;0.1516
4;8;1;-844.4;-516.8;655.3;0.0488
14;5;3;-1138.5;-453.6;1369.8;1.2907
48;8;9;-1132.3;-485.9;1292.8;0.1194
47;5;9;-843.7;-471.7;744.0;0.0779
45;4;10;-580.5;-454.3;252.3;0.0926
