Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
15;4;6;-849.6;-444.4;810.4;0.0788
3;7;1;-760.0;-502.9;514.2;0.0485
41;4;6;-695.9;-439.4;513.0;0.0644
25;5;5;-638.4;-412.1;452.7;0.0823
49;10;6;-703.0;-447.2;511.7;0.0475
5;9;5;-634.4;-414.8;439.2;0.0615
46;2;8;-530.1;-441.7;176.7;0.0858
31;7;7;-699.7;-438.5;522.3;0.068
15;2;2;-614.6;-538.9;151.5;0.3152
42;8;7;-1164.0;-546.8;1234.4;4.5902
27;6;3;-532.8;-512.3;40.9;8.1448
3;2;9;-668.5;-515.0;307.2;0.1108
29;4;4;-798.5;-538.0;521.0;1.7635
23;10;4;-744.3;-544.6;399.4;1.1269
26;9;4;-717.8;-546.3;342.9;1.4521
33;4;1;-719.3;-500.7;437.3;0.0535
48;2;10;-567.3;-470.6;193.4;0.0813
5;10;5;-635.8;-417.7;436.3;0.0586
19;3;3;-650.9;-443.8;414.2;0.1249
48;10;4;-592.4;-552.7;79.4;3.0952
42;4;4;-1082.0;-507.6;1148.8;0.5351
29;8;7;-685.2;-451.9;466.5;0.0671
26;5;7;-670.2;-448.1;444.2;0.0914
33;8;2;-643.8;-484.1;319.3;0.0765
8;4;6;-630.3;-440.2;380.2;0.0647
4;2;5;-545.1;-442.7;204.7;0.0789
21;3;9;-641.0;-488.6;304.7;0.1012
32;7;5;-632.0;-416.3;431.5;0.0662
7;5;7;-696.4;-444.6;503.6;0.0872
23;2;10;-549.5;-467.8;163.3;0.0768
22;10;6;-712.4;-451.3;522.3;0.0486
24;6;1;-776.5;-505.1;542.7;0.0494
13;7;8;-547.6;-407.0;281.2;0.0721
41;8;5;-629.3;-415.7;427.3;0.0658
40;7;2;-1687.2;-504.8;2364.8;0.3432
25;9;6;-2193.1;-508.6;3368.8;1.3662
50;10;5;-609.3;-418.5;381.6;0.0577
30;4;3;-632.0;-441.7;380.6;0.1312
2;9;9;-601.3;-578.7;45.2;8.4961
6;10;7;-1128.6;-469.8;1317.6;0.2604
49;6;5;-660.9;-414.1;493.6;0.0717
23;5;1;-920.2;-516.0;808.3;0.0582
14;4;8;-530.6;-407.2;246.8;0.1258
47;4;2;-598.7;-481.9;233.7;0.1195
48;9;2;-613.0;-477.8;270.4;0.0789
4;6;2;-625.0;-480.7;288.6;0.0945
39;10;1;-908.8;-512.9;791.8;0.0503
37;7;3;-824.8;-498.5;652.5;3.2773
13;2;6;-577.6;-505.9;143.4;0.2436
36;8;4;-583.3;-554.5;57.5;5.1956
2;8;6;-2137.3;-539.0;3196.5;4.1253
39;5;4;-1120.6;-520.9;1199.4;0.7737
15;9;10;-1100.5;-479.5;1241.9;0.2984
17;8;9;-635.2;-577.5;115.4;4.836
45;7;4;-574.3;-554.2;40.3;5.864
18;5;9;-870.9;-476.3;789.2;0.0906
12;10;8;-519.2;-408.9;220.5;0.0569
44;8;3;-1273.0;-458.6;1628.7;1.4165
21;6;7;-674.3;-442.8;463.0;0.0807
8;5;9;-794.0;-475.6;636.7;0.0826
3;10;1;-692.1;-670.4;43.5;5.7895
35;4;5;-624.9;-411.0;427.8;0.0742
7;4;8;-500.2;-409.9;180.6;0.1301
20;5;3;-735.7;-436.7;597.9;0.1209
7;7;10;-620.3;-463.9;312.6;0.076
3;3;6;-821.5;-450.9;741.3;0.0782
34;7;1;-845.0;-517.7;654.6;0.0514
10;2;4;-586.6;-553.3;66.5;5.2618
38;10;3;-532.3;-512.0;40.7;6.6408
35;8;6;-788.5;-449.8;677.5;0.0621
50;6;2;-1505.1;-501.1;2008.0;0.7131
46;7;6;-703.2;-445.9;514.8;0.0561
23;9;2;-670.3;-479.0;382.7;0.0713
22;6;5;-2131.5;-452.8;3357.6;2.0121
33;3;10;-574.3;-453.3;242.2;0.0763
31;2;9;-891.7;-540.9;701.8;1.0096
47;8;1;-1761.1;-522.7;2476.8;0.1698
48;5;1;-730.6;-502.5;456.3;0.0548
20;10;2;-630.4;-482.6;295.7;0.0616
36;4;7;-581.9;-559.4;45.0;7.6841
39;9;7;-1616.7;-476.3;2280.8;0.6947
34;6;4;-959.7;-539.6;840.2;1.2335
10;3;1;-1193.5;-552.8;1281.3;0.0831
8;9;9;-1026.1;-474.7;1102.7;0.0601
27;2;8;-531.1;-441.8;178.7;0.0866
7;8;8;-516.4;-407.6;217.6;0.067
50;7;7;-668.8;-444.5;448.6;0.0706
35;9;3;-1014.6;-457.9;1113.4;0.3864
20;4;6;-633.7;-441.2;385.1;0.0644
19;7;8;-1784.5;-431.1;2706.8;0.5295
44;5;5;-603.9;-417.0;373.7;0.085
28;10;6;-735.9;-449.8;572.1;0.0499
29;2;10;-585.2;-472.9;224.6;0.0893
38;7;5;-599.1;-417.5;363.3;0.0664
1;3;4;-807.1;-489.4;635.3;0.1155
36;5;2;-605.8;-481.2;249.1;0.1
2;4;6;-653.0;-441.6;422.8;0.0676
39;8;2;-605.2;-483.1;244.1;0.0813
30;10;7;-815.2;-552.2;525.9;5.9085
23;8;7;-699.4;-446.7;505.4;0.0648
46;6;3;-676.4;-433.2;486.4;0.1017
15;6;9;-1091.0;-466.7;1248.5;0.064
47;9;4;-573.7;-554.3;38.8;4.9308
17;7;10;-1274.9;-480.7;1588.5;0.639
48;4;4;-861.9;-541.1;641.4;3.7517
42;10;4;-727.6;-545.1;365.1;1.1689
37;6;6;-761.0;-450.3;621.3;0.0625
13;3;3;-1021.2;-453.1;1136.1;0.6512
36;9;1;-886.0;-510.4;751.1;0.0518
40;3;9;-1163.5;-522.0;1283.0;0.7988
42;2;10;-583.7;-559.8;47.8;4.9761
39;4;1;-892.7;-517.2;751.0;0.0632
29;10;4;-856.3;-541.3;629.9;3.4902
23;4;4;-954.9;-538.7;832.2;4.0964
9;2;9;-648.5;-574.9;147.2;3.9989
6;3;8;-514.4;-415.2;198.3;0.149
47;5;7;-971.5;-453.4;1036.2;0.1984
48;8;7;-717.4;-441.4;551.8;0.0657
16;10;10;-578.6;-558.6;40.1;7.7516
45;6;1;-830.1;-507.9;644.5;0.0504
20;8;5;-554.7;-534.6;40.2;6.8009
43;10;6;-2687.0;-504.3;4365.4;1.4014
31;10;5;-1526.4;-427.3;2198.2;0.317
21;7;2;-614.8;-480.3;269.1;0.0831
9;7;1;-760.0;-502.9;514.2;0.0485
44;9;6;-603.3;-573.4;59.7;5.8506
33;9;7;-1030.2;-450.3;1159.7;0.1151
16;3;5;-623.0;-420.5;405.0;0.0831
42;5;1;-809.3;-509.2;600.3;0.0529
39;3;10;-639.5;-465.6;347.8;0.0838
28;6;5;-655.5;-412.6;485.7;0.0702
29;9;2;-2263.9;-528.5;3470.8;1.7694
26;4;2;-602.5;-485.9;233.2;0.1321
30;5;6;-722.2;-444.7;554.8;0.0636
32;10;3;-813.5;-446.5;733.9;0.0934
37;3;8;-503.8;-414.0;179.6;0.1423
24;7;4;-701.7;-548.5;306.4;3.1059
9;3;6;-637.1;-442.9;388.2;0.0678
25;8;3;-1071.0;-492.8;1156.4;2.8476
6;2;7;-519.2;-466.4;105.7;0.1389
40;6;7;-710.8;-447.5;526.6;0.0786
5;5;5;-633.9;-418.1;431.6;0.0867
30;9;5;-645.2;-411.1;468.4;0.0591
31;6;2;-613.0;-482.3;261.3;0.0834
15;3;7;-576.0;-454.9;242.3;0.1215
9;10;1;-692.1;-670.4;43.5;5.7895
2;5;9;-1053.9;-473.3;1161.1;0.0808
18;10;8;-644.8;-414.0;461.7;0.0592
41;5;3;-1232.4;-477.9;1508.9;1.1204
12;5;9;-796.1;-484.1;624.0;0.0898
10;4;10;-601.6;-454.3;294.7;0.0887
33;5;4;-818.4;-542.2;552.3;2.2384
1;7;3;-652.6;-437.7;429.8;0.0957
8;8;6;-747.6;-446.7;601.9;0.0552
41;10;2;-626.7;-603.1;47.1;7.0273
19;2;6;-576.8;-506.1;141.4;0.2344
33;10;1;-882.2;-514.7;735.0;0.0471
7;9;7;-674.7;-445.4;458.8;0.0631
27;7;6;-651.1;-444.1;414.1;0.054
42;9;2;-626.8;-603.0;47.8;5.74
29;5;1;-858.8;-510.1;697.3;0.0532
11;9;8;-547.3;-408.9;276.8;0.0626
43;6;5;-644.0;-413.5;461.0;0.0726
26;8;1;-869.6;-508.6;722.0;0.0487
50;2;9;-603.3;-579.7;47.2;7.6991
16;3;10;-570.6;-454.5;232.2;0.0853
5;3;9;-674.5;-494.2;360.7;0.111
14;2;9;-610.7;-511.6;198.2;0.0983
44;10;9;-604.4;-579.6;49.6;5.063
47;2;3;-535.0;-450.3;169.6;0.1061
13;4;7;-631.1;-452.7;356.8;0.1078
28;6;10;-624.9;-461.0;327.8;0.0804
39;3;5;-633.6;-423.6;419.9;0.1002
18;3;8;-504.3;-414.9;178.8;0.147
3;8;5;-2131.7;-458.0;3347.3;1.2279
5;6;1;-1200.5;-514.7;1371.6;0.079
10;8;6;-861.2;-449.4;823.7;0.0571
26;6;8;-531.2;-406.2;249.9;0.0828
35;2;4;-791.9;-511.5;560.8;0.5762
11;7;1;-768.9;-506.6;524.6;0.0484
37;10;8;-611.1;-410.0;402.2;0.0648
20;3;2;-608.3;-486.0;244.7;0.1055
30;9;10;-628.8;-465.7;326.1;0.0711
32;8;9;-2166.3;-516.1;3300.4;2.0814
44;2;1;-702.8;-590.4;225.0;0.0829
4;8;9;-1520.2;-486.1;2068.2;0.1955
10;4;5;-637.2;-412.5;449.3;0.0875
31;4;8;-514.3;-409.2;210.2;0.122
43;6;10;-624.1;-458.7;330.7;0.0809
2;3;5;-612.9;-422.3;381.3;0.0875
41;7;9;-1616.2;-522.5;2187.3;0.5429
13;8;4;-972.7;-537.0;871.5;1.6455
1;4;7;-652.6;-447.6;409.9;0.1036
36;2;6;-574.1;-505.1;138.0;0.2091
12;7;3;-697.0;-432.4;529.1;0.0888
41;2;7;-512.7;-466.0;93.5;0.1462
25;3;4;-828.6;-492.9;671.4;0.1268
36;7;8;-508.6;-411.7;193.8;0.0775
44;5;10;-672.3;-463.7;417.1;0.0966
46;4;9;-764.0;-485.4;557.2;0.1123
1;5;8;-521.7;-407.0;229.4;0.0995
49;9;9;-923.4;-481.7;883.3;0.062
15;4;3;-737.9;-444.7;586.4;0.2165
38;7;10;-648.8;-465.9;365.9;0.0771
29;2;5;-526.3;-440.5;171.6;0.0788
4;9;6;-1266.5;-460.7;1611.7;0.2529
45;8;8;-553.2;-408.0;290.4;0.0641
17;7;5;-602.1;-411.6;380.9;0.0706
16;8;2;-1994.8;-571.1;2847.3;2.5141
2;7;2;-612.4;-480.6;263.8;0.0878
19;5;2;-1370.2;-501.8;1736.7;0.1717
42;2;5;-653.3;-445.6;415.3;0.1092
26;3;6;-829.1;-448.1;762.1;0.0793
18;6;6;-1981.8;-499.8;2964.0;0.8452
21;5;8;-520.3;-409.5;221.6;0.0979
16;4;1;-777.5;-505.3;544.4;0.0572
19;9;1;-864.1;-513.7;700.9;0.0497
5;2;6;-571.9;-504.8;134.2;0.2377
6;5;4;-765.8;-547.6;436.2;5.3234
1;10;8;-564.7;-539.9;49.5;4.9634
9;4;5;-605.2;-415.8;378.8;0.0845
1;6;10;-580.6;-559.6;42.0;8.2103
30;2;2;-626.8;-521.5;210.8;0.0947
14;7;7;-578.7;-558.2;40.9;6.9322
22;9;9;-1175.1;-486.3;1377.4;0.0819
20;8;10;-975.6;-478.3;994.6;0.2977
39;10;10;-726.1;-472.0;508.1;0.0824
7;2;4;-930.2;-531.8;796.8;3.0396
18;7;3;-649.8;-431.3;436.9;0.0905
16;10;1;-1017.2;-513.0;1008.4;0.0479
4;5;6;-706.0;-438.2;535.5;0.0602
16;5;4;-576.3;-554.4;43.9;5.6807
19;8;4;-583.2;-557.9;50.7;3.5808
49;6;10;-867.3;-470.8;792.9;0.1353
8;3;5;-555.2;-534.6;41.3;6.2492
25;10;9;-1021.5;-479.0;1085.0;0.0652
34;9;8;-636.8;-411.6;450.4;0.0615
26;2;3;-530.8;-512.5;36.6;4.9954
30;3;7;-586.2;-455.8;260.7;0.1188
14;6;2;-628.1;-603.2;49.7;7.5913
1;9;8;-559.1;-407.8;302.8;0.0622
47;6;8;-1926.2;-438.1;2976.4;0.5936
15;9;5;-582.6;-415.9;333.3;0.0559
37;5;9;-860.3;-479.3;761.9;0.0906
35;4;10;-580.1;-457.0;246.3;0.0956
38;8;9;-2483.5;-503.7;3959.6;1.2749
17;10;3;-656.3;-444.9;422.8;0.0787
15;5;6;-652.9;-437.3;431.3;0.0579
41;3;2;-607.5;-485.9;243.2;0.1171
6;9;4;-712.3;-549.1;326.4;3.4559
9;8;5;-554.8;-534.0;41.6;7.816
12;3;8;-506.9;-415.4;182.9;0.1474
25;2;1;-675.5;-596.7;157.7;0.1668
33;3;5;-606.8;-422.9;367.7;0.0998
22;6;10;-618.4;-460.2;316.4;0.0802
20;7;9;-899.7;-463.0;873.3;0.0618
16;9;7;-1087.4;-453.2;1268.3;0.1705
19;4;7;-832.1;-453.9;756.4;0.1696
50;4;8;-498.4;-411.5;173.8;0.1232
33;10;10;-794.1;-470.4;647.5;0.0969
28;9;9;-902.5;-475.1;854.8;0.0585
25;5;10;-609.4;-459.6;299.7;0.094
27;4;9;-799.2;-472.0;654.5;0.0801
14;10;5;-655.3;-421.2;468.2;0.0577
20;2;7;-515.7;-466.8;97.8;0.1492
3;4;5;-618.9;-408.4;421.0;0.0822
44;3;4;-1000.1;-523.7;952.8;0.9967
13;9;1;-796.9;-505.8;582.3;0.0487
24;8;8;-1826.3;-437.8;2776.8;0.4997
36;3;3;-843.4;-449.4;788.0;0.3238
12;6;6;-754.7;-446.9;615.5;0.0597
5;10;10;-639.1;-468.4;341.4;0.0705
48;2;5;-525.9;-441.1;169.6;0.0765
13;5;2;-629.4;-483.1;292.5;0.1068
1;8;7;-644.7;-453.8;381.8;0.0695
8;7;2;-616.0;-478.4;275.1;0.0822
7;6;3;-662.1;-434.8;454.6;0.0953
40;5;8;-509.4;-408.9;201.0;0.0995
30;6;9;-997.8;-479.7;1036.2;0.0937
23;2;5;-528.6;-441.0;175.3;0.0741
32;7;10;-633.2;-466.0;334.2;0.0823
15;10;7;-650.8;-449.0;403.6;0.0596
47;3;6;-682.8;-443.7;478.2;0.0725
4;4;9;-816.2;-485.7;661.1;0.0944
10;9;3;-529.3;-511.8;34.9;6.2959
35;3;1;-724.0;-535.1;377.8;0.0633
43;9;9;-876.0;-472.9;806.2;0.0616
11;6;4;-1131.3;-530.5;1201.7;2.1424
41;8;10;-646.8;-469.3;354.9;0.0843
45;3;2;-606.2;-484.3;243.7;0.1169
2;9;4;-576.7;-554.5;44.4;5.0513
16;3;8;-537.4;-416.7;241.4;0.1398
21;2;1;-1260.7;-608.9;1303.6;0.728
28;6;8;-529.3;-409.2;240.2;0.081
13;10;3;-725.7;-445.3;560.9;0.0849
11;5;6;-598.5;-573.8;49.3;5.9817
4;2;8;-526.2;-440.5;171.3;0.0817
49;2;3;-599.5;-454.2;290.6;0.1583
18;3;10;-574.7;-455.0;239.4;0.0896
37;3;5;-566.3;-429.1;274.4;0.1049
26;6;10;-644.9;-463.2;363.3;0.0758
24;7;9;-1542.5;-542.4;2000.1;1.3341
12;9;7;-694.6;-445.6;498.0;0.0625
21;10;9;-1296.8;-481.5;1630.5;0.1294
30;9;8;-528.4;-408.4;240.2;0.0643
22;2;3;-809.8;-465.8;688.1;0.6082
3;2;4;-600.8;-496.4;208.9;0.1121
38;2;6;-580.0;-504.8;150.4;0.2178
12;10;1;-807.8;-508.3;599.1;0.0441
12;5;4;-942.7;-531.9;821.6;1.243
33;5;9;-1769.2;-521.7;2495.0;1.0353
31;4;10;-590.7;-452.3;276.6;0.0816
39;10;8;-522.8;-407.7;230.2;0.0592
34;3;7;-567.4;-453.4;228.0;0.133
10;6;2;-621.2;-482.4;277.7;0.094
5;9;8;-533.8;-407.3;253.1;0.0625
43;6;8;-2007.8;-510.7;2994.3;3.2396
11;9;5;-664.4;-414.0;500.7;0.0581
50;2;4;-614.5;-499.0;231.0;0.1232
34;6;9;-1039.9;-564.3;951.3;3.0531
27;2;5;-539.4;-471.0;136.9;0.1952
36;7;10;-580.7;-559.3;43.0;8.4214
11;10;7;-1618.1;-483.5;2269.1;1.0438
43;3;6;-618.5;-441.7;353.5;0.0637
17;5;2;-769.3;-484.2;570.4;0.1266
5;8;7;-834.0;-441.8;784.4;0.0864
18;8;2;-2364.3;-545.6;3637.4;3.5775
19;7;5;-692.6;-414.0;557.2;0.0683
3;6;3;-722.5;-446.5;551.9;0.1207
44;5;8;-519.4;-408.2;222.4;0.1065
38;7;8;-538.5;-405.8;265.4;0.0707
14;9;3;-707.9;-433.2;549.4;0.0793
47;9;9;-972.5;-471.7;1001.7;0.0608
31;3;1;-1251.3;-544.8;1413.0;0.1456
15;6;4;-639.7;-549.9;179.5;3.3925
45;8;10;-1436.3;-521.3;1830.0;2.0296
48;4;9;-670.3;-490.8;359.1;0.1063
4;3;7;-573.5;-453.8;239.6;0.1203
10;10;5;-658.0;-417.7;480.6;0.0571
24;2;7;-559.6;-467.3;184.5;0.1559
7;4;5;-1444.7;-430.2;2028.9;0.2569
8;5;4;-1096.0;-526.1;1139.9;1.4511
40;3;4;-805.7;-504.1;603.3;0.2031
37;10;10;-621.4;-471.5;300.0;0.0736
21;5;10;-620.0;-456.2;327.7;0.0926
23;4;9;-834.1;-480.1;708.1;0.0917
28;3;6;-901.8;-460.2;883.1;0.0961
1;10;10;-628.4;-468.5;319.8;0.0751
17;9;1;-903.7;-514.9;777.5;0.0491
20;8;8;-531.1;-409.9;242.4;0.0691
18;4;1;-777.5;-505.3;544.4;0.0572
32;3;3;-583.5;-441.0;285.0;0.1252
16;6;6;-637.1;-442.6;389.0;0.0552
49;6;8;-534.8;-407.7;254.3;0.0786
14;4;5;-621.7;-413.0;417.3;0.0853
33;10;8;-526.3;-407.2;238.2;0.0578
24;3;2;-628.0;-602.6;50.9;5.5622
34;9;10;-640.0;-465.1;349.9;0.0721
40;2;1;-695.7;-590.6;210.2;0.0835
36;8;9;-605.7;-579.6;52.2;7.1939
39;5;9;-1619.2;-491.4;2255.4;0.6042
6;3;5;-637.8;-419.1;437.3;0.0965
47;6;10;-624.3;-460.3;328.1;0.0783
45;7;9;-984.7;-476.7;1016.1;0.0683
17;8;4;-575.5;-554.6;41.8;7.9016
18;5;4;-1054.5;-532.1;1044.9;1.3269
5;4;7;-591.0;-454.9;272.3;0.1001
18;10;1;-2047.2;-539.1;3016.2;0.3269
32;2;6;-574.8;-505.2;139.3;0.1832
16;7;3;-649.4;-440.2;418.2;0.1006
9;2;4;-786.4;-507.6;557.6;0.3618
28;2;3;-964.5;-486.8;955.5;1.8608
35;4;8;-508.6;-409.3;198.6;0.1275
17;4;7;-684.3;-440.0;488.7;0.1009
18;9;7;-739.6;-445.3;588.5;0.0638
1;3;9;-677.2;-494.3;365.8;0.1173
12;3;10;-591.6;-453.3;276.8;0.0773
10;2;9;-608.2;-511.3;193.8;0.0954
40;10;9;-879.9;-472.5;814.8;0.0549
43;2;3;-532.0;-513.3;37.5;3.2507
19;10;3;-652.9;-443.0;419.8;0.0783
14;8;6;-593.8;-573.1;41.3;7.6363
22;6;8;-529.0;-409.0;240.1;0.0875
31;2;4;-577.5;-554.0;47.1;6.1016
15;7;1;-1483.4;-517.6;1931.5;0.1182
7;8;5;-704.7;-415.4;578.7;0.0714
50;4;10;-591.8;-457.9;267.8;0.0905
1;6;1;-698.4;-672.0;52.7;7.8962
8;9;4;-981.2;-542.6;877.0;3.125
38;3;3;-598.0;-441.8;312.5;0.1241
25;5;8;-515.7;-406.7;218.1;0.1039
12;4;1;-804.9;-505.9;598.0;0.0541
46;2;5;-525.5;-440.5;170.1;0.0785
22;3;6;-596.9;-572.7;48.4;7.8001
34;2;2;-630.3;-533.4;193.7;0.2297
10;7;7;-706.2;-440.7;531.0;0.0662
29;4;9;-708.9;-491.7;434.4;0.0999
50;3;1;-714.6;-530.2;368.7;0.0596
26;9;9;-1026.6;-466.1;1120.9;0.0603
24;8;10;-626.4;-463.3;326.2;0.0781
1;2;6;-578.7;-505.4;146.7;0.2595
2;5;4;-615.5;-552.1;126.8;3.6088
5;10;8;-590.9;-408.7;364.4;0.0585
5;6;10;-642.5;-460.2;364.6;0.0833
40;5;10;-620.8;-464.6;312.4;0.0937
42;4;9;-1250.9;-497.7;1506.5;0.3874
5;5;8;-503.2;-410.5;185.4;0.1123
11;4;3;-617.3;-437.3;360.0;0.118
45;2;7;-519.4;-466.0;106.8;0.1452
21;3;4;-775.4;-502.2;546.3;0.1827
32;7;8;-533.5;-408.8;249.5;0.0701
9;6;3;-1118.2;-451.3;1333.8;0.2355
41;8;8;-536.4;-405.2;262.4;0.0678
13;7;5;-652.2;-414.3;475.8;0.0634
6;7;2;-631.8;-482.3;299.0;0.0777
12;8;2;-637.3;-479.5;315.6;0.0781
49;3;6;-684.5;-443.0;483.0;0.069
28;9;4;-1050.2;-535.5;1029.3;3.6561
27;4;4;-1025.1;-501.4;1047.5;0.4838
2;3;8;-503.4;-415.1;176.6;0.14
43;5;7;-673.8;-444.4;458.9;0.0887
29;6;3;-653.7;-434.6;438.2;0.0962
33;6;6;-753.3;-441.0;624.7;0.0648
17;3;3;-647.2;-449.4;395.5;0.1431
44;3;9;-743.2;-498.5;489.3;0.1271
32;9;1;-859.7;-513.5;692.3;0.0509
46;2;10;-576.7;-558.8;35.7;4.9646
41;6;1;-847.3;-508.7;677.2;0.0528
24;8;5;-1328.2;-438.6;1779.1;0.3195
47;10;6;-715.8;-446.5;538.7;0.0503
35;10;5;-677.9;-415.7;524.3;0.0559
25;7;2;-624.8;-479.2;291.2;0.0853
4;8;4;-890.2;-540.8;698.8;2.2537
40;9;6;-662.7;-440.2;444.8;0.0521
48;2;8;-529.2;-441.5;175.5;0.0906
12;10;10;-580.9;-558.2;45.4;5.9355
24;4;6;-845.0;-444.6;800.9;0.0787
40;5;5;-556.6;-535.1;43.1;7.4923
30;6;4;-987.5;-538.7;897.5;3.3501
8;10;7;-794.3;-451.8;684.9;0.0721
14;3;1;-714.7;-535.2;359.0;0.0667
23;2;8;-534.1;-444.4;179.4;0.1046
3;8;8;-533.3;-409.2;248.3;0.0657
31;9;3;-1228.7;-478.8;1499.8;2.6287
34;10;7;-1331.7;-456.7;1750.0;0.2142
28;5;7;-728.3;-444.9;566.8;0.0878
27;8;7;-709.9;-449.4;520.9;0.0669
42;6;3;-1153.5;-482.6;1341.8;1.2718
11;6;9;-967.4;-480.9;972.8;0.0797
43;9;4;-573.8;-554.2;39.1;5.3909
13;7;10;-638.7;-462.7;352.0;0.079
46;10;4;-806.0;-543.5;524.9;2.3683
9;5;7;-1727.6;-461.5;2532.3;0.6588
5;3;4;-957.0;-539.6;834.8;2.3961
32;5;2;-591.9;-487.4;209.1;0.1174
6;4;6;-698.2;-441.7;512.9;0.0693
45;5;3;-608.4;-431.4;354.0;0.1039
16;5;9;-868.2;-483.2;770.0;0.0847
14;4;10;-577.8;-558.5;38.6;6.8068
19;8;9;-1185.4;-479.4;1411.9;0.1471
9;4;8;-504.9;-410.7;188.4;0.1298
34;9;5;-795.1;-413.1;764.0;0.0902
50;8;6;-685.0;-445.3;479.6;0.0524
35;6;2;-630.2;-478.5;303.3;0.0771
11;3;7;-598.3;-453.3;290.2;0.1199
6;5;9;-943.3;-506.4;873.8;0.161
23;7;6;-696.0;-443.6;504.6;0.0549
46;9;2;-2142.2;-519.6;3245.3;0.7757
49;4;2;-603.4;-481.7;243.3;0.1294
15;9;8;-535.9;-409.6;252.7;0.0617
47;6;5;-626.1;-409.5;433.1;0.0712
22;8;1;-1117.8;-655.4;924.8;4.1388
37;5;4;-610.9;-553.6;114.6;5.4861
5;7;3;-527.4;-510.5;33.7;6.2168
45;10;2;-648.9;-478.4;341.2;0.0641
38;8;4;-989.4;-539.2;900.4;1.4549
39;7;3;-1304.1;-463.5;1681.1;1.0027
37;10;1;-2450.8;-536.6;3828.3;0.3448
3;9;7;-695.8;-445.4;500.9;0.0614
46;5;1;-805.8;-510.1;591.4;0.0552
49;8;1;-745.5;-504.6;481.7;0.0488
48;7;6;-908.8;-451.5;914.6;0.0607
22;4;2;-628.3;-602.6;51.4;7.4763
37;9;7;-632.6;-447.4;370.3;0.0638
38;4;7;-595.4;-456.0;278.8;0.1013
12;3;5;-611.6;-411.3;400.7;0.0767
33;3;8;-513.2;-416.1;194.3;0.1402
20;7;4;-576.7;-553.7;45.9;8.2022
2;2;7;-624.2;-468.7;310.9;0.1809
21;8;3;-867.8;-438.2;859.3;0.1524
44;6;7;-642.1;-446.7;390.8;0.0767
9;7;10;-635.5;-463.8;343.3;0.0805
1;5;5;-1998.1;-497.8;3000.6;5.5491
34;5;6;-757.6;-448.4;618.5;0.0656
36;10;3;-536.3;-512.2;48.2;6.2535
50;4;5;-632.2;-408.1;448.1;0.0843
37;8;2;-854.1;-482.2;743.7;0.1239
38;5;2;-625.2;-602.4;45.6;8.7728
25;3;9;-1259.4;-513.5;1491.8;0.4737
3;5;7;-705.2;-442.4;525.6;0.0856
36;7;5;-608.4;-417.1;382.7;0.0657
27;2;10;-557.3;-468.4;177.8;0.074
46;4;4;-772.6;-506.0;533.2;0.213
19;7;10;-1377.4;-485.8;1783.2;0.6935
49;9;4;-570.7;-553.7;34.0;2.9923
48;6;3;-642.5;-438.7;407.7;0.0981
22;5;7;-651.6;-445.1;413.1;0.0891
9;8;8;-544.7;-406.5;276.6;0.0659
34;4;3;-649.0;-440.3;417.4;0.1345
29;2;8;-529.7;-441.8;175.7;0.0869
6;9;9;-1036.9;-477.9;1118.1;0.0888
2;10;7;-600.1;-449.2;301.9;0.0595
26;10;6;-730.2;-454.7;551.0;0.0515
20;6;1;-749.3;-506.9;484.7;0.0484
17;7;8;-531.6;-409.6;244.0;0.0774
45;8;5;-603.5;-412.9;381.2;0.0671
44;7;2;-634.3;-480.9;306.9;0.0837
21;9;6;-689.5;-446.7;485.7;0.0508
42;2;8;-541.6;-447.9;187.4;0.1246
18;10;10;-630.7;-472.8;315.8;0.0707
35;7;7;-684.6;-443.6;481.9;0.0717
11;2;2;-614.9;-519.0;191.8;0.0924
50;9;3;-830.2;-444.0;772.5;0.1329
7;7;1;-801.8;-505.5;592.6;0.0495
45;4;6;-657.3;-438.1;438.4;0.062
21;5;5;-633.7;-412.7;442.0;0.0785
1;9;5;-584.0;-415.9;336.2;0.0572
37;4;1;-867.2;-515.0;704.4;0.0592
38;9;1;-878.1;-507.8;740.6;0.047
1;10;5;-670.4;-415.1;510.5;0.0575
39;6;6;-693.4;-439.9;507.1;0.0573
46;8;7;-654.6;-448.5;412.1;0.0681
23;6;3;-1251.7;-463.1;1577.2;1.0118
49;5;7;-777.2;-444.5;665.5;0.09
8;3;8;-511.8;-415.6;192.5;0.1405
7;2;9;-609.0;-512.0;193.9;0.108
27;10;4;-655.8;-549.4;212.7;3.2302
22;9;4;-571.9;-553.8;36.2;4.0223
30;7;1;-795.9;-505.7;580.3;0.0504
14;2;4;-814.7;-508.5;612.3;0.5133
31;8;6;-693.7;-444.9;497.6;0.0527
24;5;3;-828.3;-450.0;756.5;0.2673
3;7;10;-580.6;-558.8;43.6;6.9409
8;2;7;-518.2;-466.4;103.6;0.1444
7;3;6;-614.2;-439.1;350.3;0.0626
39;3;8;-514.0;-416.1;195.7;0.145
4;4;4;-1066.0;-518.3;1095.4;0.5923
18;3;5;-678.2;-414.4;527.8;0.0857
4;10;3;-1238.2;-459.2;1557.9;0.7459
24;10;2;-633.6;-479.6;308.0;0.0666
32;4;7;-617.7;-445.6;344.1;0.1116
28;4;2;-629.2;-484.2;289.8;0.1291
42;7;6;-596.4;-572.7;47.4;6.7316
